,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2714,2715,88.0,1.0,USA,15000000.0,6373693.0,11498,53.0,97.0,0,96.0,24000.0,971.0,360.0,25637,5.3,Fair
3615,3616,96.0,0.0,Ireland,6000000.0,5359774.0,64794,131.0,261.0,17000,51.0,3000.0,482.0,28.0,3569,7.3,Good
439,440,102.0,0.0,USA,80000000.0,254455986.0,375879,402.0,383.0,56000,480.0,14000.0,670.0,461.0,16143,6.5,Good
4310,4311,92.0,2.0,UK,14000.0,12667.0,19336,90.0,34.0,0,11.0,26000.0,11000.0,1000.0,39518,6.6,Good
1724,1725,92.0,0.0,USA,30000000.0,,36487,114.0,130.0,0,165.0,26000.0,947.0,700.0,29773,5.6,Fair
3355,3356,95.0,0.0,UK,,76657000.0,25498,92.0,63.0,0,21.0,1000.0,985.0,842.0,5673,7.7,Good
2439,2440,107.0,0.0,USA,18000000.0,,27629,149.0,120.0,2000,0.0,517.0,376.0,101.0,1067,7.4,Good
488,489,81.0,0.0,France,,,979,3.0,63.0,257,92.0,23.0,21.0,8.0,54,6.4,Good
1185,1186,108.0,1.0,USA,40000000.0,163947053.0,227824,273.0,224.0,10000,98.0,16000.0,896.0,723.0,18656,6.7,Good
2021,2022,98.0,0.0,USA,25000000.0,1512815.0,8885,56.0,123.0,0,149.0,20000.0,617.0,439.0,21414,5.8,Fair
4007,4008,101.0,3.0,USA,3500000.0,220234.0,1950,24.0,30.0,360,0.0,827.0,729.0,681.0,3574,6.5,Good
2107,2108,98.0,0.0,Canada,22000000.0,14252830.0,18900,242.0,93.0,0,4.0,3000.0,486.0,83.0,3769,5.3,Fair
1886,1887,97.0,3.0,UK,26000000.0,71500556.0,171568,571.0,168.0,0,11.0,14000.0,1000.0,887.0,16999,6.7,Good
2372,2373,125.0,0.0,Japan,19000000.0,10049886.0,417971,902.0,246.0,28000,6000.0,17.0,10.0,7.0,44,8.6,Excellent
4464,4465,83.0,0.0,Canada,1500000.0,1521.0,1231,10.0,56.0,932,5.0,413.0,197.0,98.0,843,5.7,Fair
3981,3982,25.0,5.0,USA,,,36265,147.0,55.0,0,,443.0,421.0,395.0,2195,8.4,Excellent
1711,1712,109.0,2.0,USA,30000000.0,10965209.0,25558,221.0,123.0,0,29.0,779.0,240.0,91.0,1297,6.1,Good
1007,1008,90.0,1.0,USA,70000000.0,23159305.0,128455,514.0,162.0,0,663.0,14000.0,631.0,521.0,16358,8.0,Good
1600,1601,112.0,0.0,South Africa,30000000.0,115646235.0,531737,1262.0,472.0,22000,662.0,2000.0,433.0,107.0,2639,8.0,Good
4387,4388,118.0,5.0,USA,1650000.0,,33987,150.0,101.0,0,160.0,862.0,488.0,426.0,2247,7.8,Good
720,721,92.0,1.0,USA,60000000.0,104148781.0,49486,116.0,81.0,886,41.0,1000.0,955.0,522.0,4050,5.5,Fair
441,442,83.0,1.0,USA,80000000.0,155019340.0,127345,250.0,166.0,0,12.0,13000.0,7000.0,925.0,22813,6.8,Good
1317,1318,93.0,3.0,Germany,40000000.0,652526.0,20201,187.0,66.0,823,13.0,15000.0,460.0,173.0,15638,5.1,Fair
1447,1448,150.0,0.0,France,35000000.0,32519322.0,497946,761.0,193.0,21000,2000.0,396.0,338.0,95.0,1075,8.5,Excellent
2174,2175,118.0,0.0,USA,20000000.0,56398162.0,28649,185.0,64.0,2000,30.0,962.0,593.0,284.0,2390,5.7,Fair
458,459,54.0,0.0,USA,,,213483,394.0,95.0,55000,,577.0,4.0,0.0,581,8.8,Excellent
1378,1379,116.0,1.0,USA,36000000.0,71026631.0,98899,394.0,129.0,0,415.0,18000.0,669.0,644.0,20970,7.0,Good
4085,4086,90.0,1.0,USA,3000000.0,5844929.0,6000,109.0,75.0,595,15.0,953.0,625.0,453.0,2510,7.0,Good
3226,3227,90.0,0.0,UK,5000000.0,136432.0,31890,194.0,200.0,0,76.0,798.0,769.0,345.0,2217,6.6,Good
2916,2917,130.0,0.0,USA,8000000.0,260000000.0,412454,962.0,385.0,21000,14000.0,813.0,559.0,366.0,2047,8.0,Good
2979,2980,86.0,0.0,USA,12000000.0,5542025.0,12197,150.0,144.0,650,378.0,957.0,925.0,783.0,3535,6.3,Good
2443,2444,105.0,1.0,USA,18000000.0,8508843.0,7470,35.0,11.0,0,6.0,723.0,422.0,371.0,2368,5.5,Fair
283,284,145.0,0.0,USA,102000000.0,132014112.0,399651,1331.0,252.0,0,14000.0,10000.0,798.0,533.0,12546,7.7,Good
470,471,98.0,2.0,USA,70000000.0,74329966.0,60910,164.0,97.0,0,425.0,11000.0,643.0,397.0,12729,5.7,Fair
3890,3891,150.0,0.0,UK,140000000.0,65007045.0,128694,657.0,314.0,51000,0.0,23000.0,892.0,748.0,26489,6.1,Good
489,490,117.0,2.0,USA,,27779888.0,55913,182.0,95.0,0,93.0,12000.0,1000.0,904.0,14831,6.9,Good
4645,4646,101.0,2.0,USA,900000.0,6643.0,11965,39.0,62.0,0,6.0,975.0,947.0,727.0,4184,6.4,Good
3187,3188,83.0,5.0,USA,10000000.0,4244155.0,56005,112.0,182.0,0,157.0,2000.0,616.0,581.0,3374,6.5,Good
4612,4613,90.0,4.0,USA,1000000.0,,1612,28.0,6.0,297,15.0,984.0,157.0,106.0,1752,2.8,Bad
2711,2712,107.0,1.0,UK,15000000.0,7757130.0,307639,513.0,300.0,32000,454.0,65.0,49.0,39.0,173,8.0,Good
7,8,141.0,4.0,USA,250000000.0,458991599.0,462669,1117.0,635.0,118000,0.0,26000.0,21000.0,19000.0,92000,7.5,Good
4086,4087,197.0,0.0,Australia,15000000.0,,299,1.0,,367,,578.0,476.0,110.0,1400,7.4,Good
3799,3800,60.0,1.0,USA,,,3852,47.0,9.0,634,,1000.0,1000.0,904.0,5203,7.5,Good
1083,1084,153.0,2.0,USA,46000000.0,60962878.0,383591,620.0,454.0,86000,777.0,20000.0,15000.0,1000.0,37321,8.1,Excellent
3638,3639,97.0,0.0,USA,6000000.0,117560.0,2330,29.0,36.0,224,781.0,596.0,206.0,90.0,1081,6.2,Good
324,325,130.0,5.0,USA,98000000.0,202007640.0,248045,890.0,202.0,0,208.0,12000.0,3000.0,591.0,15972,6.3,Good
4426,4427,87.0,1.0,USA,1500000.0,163245.0,143086,211.0,120.0,0,0.0,309.0,8.0,8.0,352,8.6,Excellent
3030,3031,120.0,1.0,USA,11000000.0,52929168.0,82743,201.0,54.0,7000,36.0,886.0,655.0,633.0,3280,7.5,Good
2486,2487,170.0,1.0,USA,17000000.0,72000000.0,66959,258.0,82.0,0,165.0,453.0,272.0,244.0,1164,7.9,Good
4284,4285,120.0,1.0,USA,2000000.0,1098224.0,397,30.0,7.0,32,0.0,178.0,69.0,40.0,359,3.3,Bad
2679,2680,131.0,0.0,USA,15000000.0,15700000.0,332065,876.0,388.0,16000,0.0,10000.0,602.0,383.0,11114,7.6,Good
1201,1202,107.0,2.0,USA,40000000.0,90353764.0,85629,144.0,173.0,14000,164.0,8000.0,2000.0,723.0,12556,6.0,Fair
567,568,112.0,0.0,USA,70000000.0,70224196.0,59352,138.0,176.0,0,72.0,11000.0,1000.0,715.0,13827,5.6,Fair
1018,1019,115.0,2.0,USA,50000000.0,10556196.0,16562,73.0,59.0,697,333.0,972.0,713.0,317.0,2606,6.2,Good
59,60,158.0,0.0,USA,200000000.0,166112167.0,283418,1055.0,367.0,13000,776.0,1000.0,468.0,310.0,2144,5.8,Fair
2590,2591,110.0,0.0,France,16000000.0,,12817,43.0,69.0,0,22.0,5000.0,170.0,44.0,5273,6.7,Good
4603,4604,90.0,3.0,USA,,5494.0,377,13.0,8.0,17,18.0,491.0,490.0,422.0,2633,5.6,Fair
499,500,97.0,0.0,Australia,80000000.0,18318000.0,24868,216.0,61.0,964,750.0,1000.0,971.0,231.0,2521,5.8,Fair
3005,3006,110.0,1.0,USA,12000000.0,175370.0,6884,133.0,42.0,458,18.0,13000.0,883.0,865.0,17417,4.6,Fair
4450,4451,113.0,2.0,UK,1455000.0,,1978,41.0,10.0,209,74.0,984.0,423.0,387.0,2140,5.5,Fair
2685,2686,85.0,0.0,USA,,10353690.0,2673,31.0,68.0,116,0.0,468.0,67.0,44.0,646,8.4,Excellent
2798,2799,112.0,0.0,USA,14000000.0,11204499.0,38142,270.0,195.0,0,0.0,12000.0,593.0,383.0,13528,7.0,Good
1887,1888,121.0,1.0,UK,25000000.0,71309760.0,150308,498.0,152.0,18000,529.0,541.0,399.0,163.0,1323,7.3,Good
3917,3918,110.0,2.0,USA,4000000.0,6525762.0,44339,425.0,143.0,0,675.0,16000.0,977.0,968.0,19928,6.7,Good
1450,1451,108.0,0.0,Australia,30000000.0,32048809.0,94456,576.0,228.0,0,174.0,730.0,716.0,324.0,2178,5.3,Fair
3698,3699,87.0,0.0,USA,5000000.0,64267897.0,67992,327.0,106.0,0,79.0,608.0,362.0,218.0,1770,6.6,Good
348,349,115.0,0.0,USA,92000000.0,261437578.0,479166,815.0,283.0,0,663.0,1000.0,723.0,55.0,1901,8.0,Good
3069,3070,111.0,2.0,UK,12000000.0,,5013,59.0,136.0,0,17.0,845.0,641.0,405.0,3117,5.7,Fair
3248,3249,106.0,2.0,Germany,10000000.0,,3075,31.0,75.0,589,261.0,30000.0,744.0,520.0,31325,6.3,Good
639,640,117.0,0.0,USA,,27550735.0,27481,113.0,178.0,12000,44.0,788.0,562.0,531.0,3524,6.8,Good
1820,1821,109.0,1.0,USA,27000000.0,13248477.0,60555,174.0,167.0,0,22.0,14000.0,716.0,355.0,15790,6.2,Good
1117,1118,117.0,0.0,USA,45000000.0,20101861.0,24757,81.0,43.0,0,11000.0,905.0,484.0,451.0,2348,6.0,Fair
1296,1297,99.0,2.0,USA,40000000.0,14358033.0,17365,66.0,40.0,630,0.0,782.0,658.0,402.0,2125,5.9,Fair
665,666,108.0,2.0,USA,50000000.0,70450000.0,77390,189.0,72.0,0,610.0,848.0,517.0,461.0,2913,6.0,Fair
2473,2474,114.0,2.0,Spain,14000000.0,,48162,140.0,195.0,10000,89.0,22000.0,2000.0,920.0,25804,6.2,Good
4764,4765,103.0,3.0,UK,,,26863,54.0,48.0,0,21.0,25000.0,766.0,680.0,26999,7.2,Good
3930,3931,102.0,0.0,USA,4000000.0,2601847.0,22457,69.0,115.0,26000,330.0,48.0,0.0,0.0,48,8.5,Excellent
4509,4510,84.0,0.0,Canada,1200000.0,,1321,51.0,22.0,238,0.0,380.0,91.0,63.0,630,3.8,Bad
2665,2666,134.0,1.0,UK,11500000.0,22954968.0,45703,156.0,58.0,0,133.0,12000.0,310.0,258.0,12749,7.9,Good
2274,2275,98.0,4.0,USA,20000000.0,13383737.0,29385,86.0,67.0,979,11000.0,1000.0,979.0,967.0,4302,7.5,Good
4010,4011,91.0,3.0,USA,3500000.0,96793.0,12188,135.0,50.0,1000,23.0,4000.0,756.0,660.0,6380,5.3,Fair
3575,3576,121.0,2.0,Germany,4800000.0,4063859.0,114407,225.0,153.0,11000,31.0,65.0,51.0,43.0,200,7.7,Good
2240,2241,24.0,0.0,Japan,,,12417,51.0,6.0,124,,0.0,,,0,7.0,Good
3613,3614,84.0,1.0,USA,6000000.0,5895238.0,17169,70.0,133.0,9000,4.0,8000.0,806.0,546.0,10123,5.5,Fair
4878,4879,108.0,0.0,USA,,,870,18.0,15.0,76,32.0,602.0,427.0,180.0,1991,4.5,Fair
2924,2925,114.0,0.0,USA,12000000.0,79568000.0,71842,152.0,84.0,0,139.0,2000.0,883.0,793.0,4537,7.1,Good
3928,3929,88.0,0.0,USA,4000000.0,,53342,287.0,270.0,16000,0.0,1000.0,947.0,939.0,4777,6.2,Good
2788,2789,108.0,4.0,USA,14000000.0,15483540.0,56338,215.0,160.0,4000,123.0,26000.0,14000.0,690.0,41359,6.5,Good
4647,4648,88.0,1.0,USA,850000.0,442638.0,5489,23.0,73.0,337,0.0,465.0,140.0,102.0,897,7.3,Good
3202,3203,98.0,0.0,Canada,8000000.0,1641788.0,30096,213.0,157.0,0,0.0,530.0,387.0,258.0,1381,6.8,Good
723,724,111.0,6.0,USA,60000000.0,106126012.0,285623,497.0,155.0,0,473.0,26000.0,9000.0,82.0,35084,7.0,Good
1845,1846,107.0,3.0,UK,26000000.0,45506619.0,225102,862.0,197.0,16000,0.0,1000.0,596.0,577.0,3066,7.8,Good
4992,4993,97.0,0.0,USA,4000000.0,,48236,180.0,161.0,10000,18.0,852.0,680.0,236.0,1922,6.1,Good
2746,2747,93.0,1.0,USA,15000000.0,20380.0,7519,39.0,50.0,445,17.0,1000.0,165.0,66.0,1245,5.9,Fair
1371,1372,96.0,3.0,USA,37000000.0,48006503.0,28109,110.0,139.0,0,3.0,18000.0,82.0,35.0,18178,6.0,Fair
